id,time,frame_num,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm,speed
378,91.4,1371.0,296.682,47.605,7.615,6.403,298697.7585890627,4768837.117996989,34.55046590037683
378,91.47,1372.0,297.606,47.138,7.897,6.399,298698.91248197743,4768836.415868366,19.433297743217032
378,91.53,1373.0,298.733,46.492,8.154,6.354,298700.53529891046,4768835.428405661,31.800157237845408
378,91.6,1374.0,299.627,46.029,7.785,6.254,298701.7317054839,4768834.700408037,20.147415898332333
378,91.67,1375.0,300.361,45.523,7.338,5.992,298703.0537599002,4768833.895955358,22.154374882139415
378,91.73,1376.0,300.901,45.222,6.925,6.001,298703.8542215088,4768833.408885024,15.700318471112467
378,91.8,1377.0,301.67,44.641,6.463,5.877,298705.4297744239,4768832.45018185,26.391479761724174
378,91.87,1378.0,302.084,43.872,6.577,5.661,298707.5466110504,4768831.162114676,35.40465782817714
378,91.93,1379.0,302.706,43.653,6.013,5.496,298708.1817683832,4768830.775629815,12.623831076461883
378,92.0,1380.0,304.065,42.66,6.68,5.698,298711.0984122046,4768829.000890508,48.86173746297965
378,92.07,1381.0,305.011,42.188,6.612,5.926,298712.54260282434,4768828.12211956,24.319724083432693
378,92.13,1382.0,305.66,41.772,6.924,5.77,298713.8354656195,4768827.335429597,25.303710748406072
378,92.2,1383.0,306.264,41.644,7.063,5.741,298714.25392366014,4768827.080803397,7.407938382274295
378,92.27,1384.0,307.348,41.062,8.132,5.828,298716.1334059975,4768825.937163178,31.600826647784768
378,92.33,1385.0,308.202,40.932,8.224,5.828,298716.5845322451,4768825.662658805,9.753916595448715
378,92.4,1386.0,308.597,40.543,7.789,5.768,298717.85360819177,4768824.890442826,21.237241069833033
378,92.47,1387.0,308.972,40.306,7.046,5.371,298718.6524863471,4768824.404336003,13.401949293258378
378,92.53,1388.0,309.584,39.763,7.229,5.046,298720.49169289257,4768823.285203071,35.91695669013479
378,92.6,1389.0,309.99,39.154,6.931,5.14,298722.6088391988,4768821.996947462,35.40465782715427
379,88.67,1330.0,244.517,121.636,23.112,19.039,298628.2099999999,4768877.51,
380,88.87,1333.0,255.428,108.415,20.602,16.157,298633.1301489209,4768873.406442136,
380,88.93,1334.0,257.99,105.026,20.149,15.69,298634.7257024194,4768872.435568871,31.12921100901392
380,89.0,1335.0,261.224,101.519,18.718,14.59,298636.5150974008,4768871.34674562,29.95404643645269
380,89.07,1336.0,264.059,97.96,17.91,14.492,298638.44631948887,4768870.171622445,32.300249572661144
380,89.13,1337.0,266.812,94.969,17.437,14.017,298640.1932008115,4768869.108668195,34.11418733491051
380,89.2,1338.0,269.344,92.3,16.362,12.799,298641.8521975909,4768868.09919053,27.775337760641452
380,89.27,1339.0,271.424,89.832,16.005,12.444,298643.4626565796,4768867.119247472,26.94400846049969
380,89.33,1340.0,273.85,87.319,14.824,12.074,298645.2066806765,4768866.058031806,34.06937367287994
380,89.4,1341.0,276.08,84.976,14.758,12.041,298646.92722760426,4768865.011101687,28.80547000167958
380,89.47,1342.0,277.631,82.943,14.542,11.213,298648.48185089673,4768864.065133913,26.00039245947995
380,89.53,1343.0,279.461,81.105,13.295,11.023,298649.96507858945,4768863.162609421,28.9875452202338
380,89.6,1344.0,281.34,78.986,12.837,10.73,298651.7646287024,4768862.067606906,30.1127134327264
380,89.67,1345.0,282.913,77.264,13.102,10.361,298653.2916438265,4768861.138438338,25.555861177516864
380,89.73,1346.0,284.483,75.626,11.952,9.715,298654.82024240424,4768860.20830626,29.863113634337097
380,89.8,1347.0,285.73,73.887,12.513,9.428,298656.48908463505,4768859.192837769,27.908377788053894
380,89.87,1348.0,287.187,72.432,11.311,9.214,298657.97231232777,4768858.2903132755,24.84646733162729
380,89.93,1349.0,288.734,70.728,10.759,9.3,298659.7763031198,4768857.192608667,35.22349279110503
380,90.0,1350.0,289.753,68.951,11.139,8.982,298661.7262520177,4768856.006090475,32.60931380562308
380,90.07,1351.0,291.005,67.99,10.694,8.596,298662.8579415368,4768855.317472326,19.00053704973621
380,90.13,1352.0,292.377,66.751,10.992,8.473,298664.3500505876,4768854.409543643,29.178568997773983
380,90.2,1353.0,293.148,65.258,11.434,8.593,298666.1841970945,4768853.293489679,30.67472535955987
380,90.27,1354.0,293.736,63.942,13.563,9.627,298667.87176613515,4768852.26662617,28.227212223176146
380,90.33,1355.0,294.199,62.536,13.906,9.208,298669.7363780364,4768851.132034415,36.407035344337494
380,90.4,1356.0,294.64,62.406,13.353,7.864,298669.9375174246,4768851.00964375,3.5484978078861245
380,90.47,1357.0,294.723,61.701,13.774,6.996,298670.90552117524,4768850.420626232,16.22859658274411
381,90.2,1353.0,227.582,206.126,42.667,41.994,298608.6423526502,4768884.070524346,
381,90.27,1354.0,233.712,195.53,40.13,38.055,298610.0564226095,4768883.210081423,23.656124894894376
381,90.33,1355.0,240.252,184.326,37.896,34.394,298611.7284317467,4768882.19268591,32.636465633991286
381,90.4,1356.0,245.672,174.498,35.456,32.286,298613.3636416772,4768881.19768223,27.348096225470417
381,90.47,1357.0,250.857,166.174,33.314,29.907,298614.91857464984,4768880.25152602,26.031770231701664
381,90.53,1358.0,255.17,158.644,31.099,27.946,298616.4513042265,4768879.318880282,29.911907697260652
381,90.6,1359.0,258.98,151.694,29.315,26.509,298617.9986296137,4768878.377353188,25.879627160280943
381,90.67,1360.0,262.837,145.098,28.057,25.217,298619.6090886025,4768877.397410129,26.944008461190812
381,90.73,1361.0,266.109,139.321,26.421,23.89,298621.1491160844,4768876.460323714,30.052269277292027
381,90.8,1362.0,269.057,133.863,25.186,22.909,298622.71547796164,4768875.507213165,26.197444963594492
381,90.87,1363.0,271.584,129.148,24.567,21.583,298624.1822167108,4768874.614721977,24.5319450209191
381,90.93,1364.0,273.957,124.51,23.49,20.873,298625.72066074004,4768873.678599072,30.01573661542277
381,91.0,1365.0,276.278,120.213,22.381,19.357,298627.25624754286,4768872.744214751,25.68252006123365
381,91.07,1366.0,278.67,116.422,21.359,18.593,298628.72171251907,4768871.852498637,24.52570496813236
381,91.13,1367.0,280.84,112.706,20.02,17.906,298630.24714419036,4768870.9242935795,29.771817394484298
381,91.2,1368.0,282.717,109.345,20.062,17.773,298631.70658503426,4768870.03624307,24.411439271087477
381,91.27,1369.0,284.386,105.987,18.802,16.611,298633.25962487404,4768869.091238806,25.970941377242834
381,91.33,1370.0,285.879,103.106,18.556,16.396,298634.6721113801,4768868.231759393,27.56003547664075
381,91.4,1371.0,287.43,100.333,18.028,15.947,298636.11251573445,4768867.355292337,24.093779366491002
381,91.47,1372.0,288.489,97.415,18.358,15.216,298637.69316374214,4768866.393488867,26.437836211484353
381,91.53,1373.0,290.627,94.735,16.541,14.557,298639.27759801573,4768865.429381504,30.98072878013637
381,91.6,1374.0,291.996,92.549,15.754,14.113,298640.61552201567,4768864.6152723925,22.38667606179512
381,91.67,1375.0,293.349,90.203,14.999,13.426,298642.12921510264,4768863.694210108,25.321201892598346
381,91.73,1376.0,294.468,88.413,14.974,13.378,298643.3440388063,4768862.955005904,23.714154238041214
381,91.8,1377.0,295.455,86.399,14.7,12.891,298644.75208463334,4768862.098228585,23.547173668509323
381,91.87,1378.0,296.249,84.654,14.471,12.831,298646.02529157937,4768861.323498947,21.29146614737523
381,91.93,1379.0,297.412,82.82,14.876,12.113,298647.44380221737,4768860.460353929,27.689749400047848
381,92.0,1380.0,298.499,80.97,14.094,12.086,298648.9267202303,4768859.558017871,24.806187512607675
381,92.07,1381.0,299.821,79.319,13.995,11.369,298650.3220633798,4768858.708969965,23.383231392932384
381,92.13,1382.0,300.711,77.938,13.293,10.931,298651.5295891777,4768857.974206439,23.57493960718848
381,92.2,1383.0,301.622,76.611,12.531,10.896,298652.72981707077,4768857.243883593,20.08807139374137
381,92.27,1384.0,302.431,75.085,12.224,10.276,298654.1540421612,4768856.377261405,23.81990249768283
381,92.33,1385.0,303.046,73.422,11.985,10.007,298655.75975079124,4768855.400208877,31.327127050492077
381,92.4,1386.0,303.769,72.009,12.425,10.521,298657.191273787,4768854.52914601,23.940828414546584
381,92.47,1387.0,304.695,70.431,12.003,10.603,298658.87058082945,4768853.507309819,28.093865990077624
381,92.53,1388.0,305.408,69.534,11.692,10.216,298659.8642645615,4768852.90266637,19.416487840641647
381,92.6,1389.0,306.46,68.611,10.948,9.804,298660.9242488007,4768852.257679938,17.829693186104915
381,92.67,1390.0,307.084,67.757,11.076,8.664,298661.9207897585,4768851.651297906,16.68067438084599
381,92.73,1391.0,307.906,66.921,10.959,8.108,298662.92493830185,4768851.040286758,19.667372870673567
381,92.8,1392.0,308.647,65.6,9.856,8.22,298664.5455524221,4768850.054164436,27.106742895276838
381,92.87,1393.0,309.308,64.608,9.926,8.029,298665.8073304632,4768849.286389136,21.118228894596026
381,92.93,1394.0,309.816,63.77,10.816,8.459,298666.89905387006,4768848.622089839,21.310534694498934
381,93.0,1395.0,310.279,62.377,10.776,8.426,298668.772856809,4768847.4819054585,31.335251062276367
381,93.07,1396.0,310.646,61.285,10.993,8.112,298670.29797880066,4768846.553888837,25.50430135699367
381,93.13,1397.0,311.629,60.314,10.358,8.155,298671.73012115626,4768845.682449099,28.03618693563905
381,93.2,1398.0,312.412,59.808,10.079,8.146,298672.51027250174,4768845.207737292,13.187811316404638
381,93.27,1399.0,312.903,59.185,9.8,7.773,298673.461442575,4768844.628962845,15.929051881475633
381,93.33,1400.0,313.541,58.535,9.473,7.83,298674.48018692894,4768844.009070339,19.936705402622053
381,93.4,1401.0,313.983,57.499,9.757,8.057,298676.1299926705,4768843.0051853,27.590297026431788
381,93.47,1402.0,314.576,56.663,9.45,8.248,298677.5193116876,4768842.1598029975,23.258090539698806
381,93.53,1403.0,315.071,55.983,9.734,7.745,298678.68146660103,4768841.452647057,22.6966713153581
381,93.6,1404.0,315.543,55.338,9.52,7.79,298679.805548535,4768840.768658022,18.820852527157125
381,93.67,1405.0,316.089,54.432,8.781,7.503,298681.4233054287,4768839.784274285,27.063794621715516
381,93.73,1406.0,316.741,53.547,8.798,7.2,298683.06326571846,4768838.786380073,32.03513696033231
381,93.8,1407.0,317.175,53.01,8.367,7.186,298684.0877245245,4768838.163010399,17.157731639573402
381,93.87,1408.0,317.443,52.471,8.329,6.931,298685.13249359356,4768837.527282197,17.475930970699633
381,93.93,1409.0,318.092,51.714,8.305,7.047,298686.6391984554,4768836.610472156,29.451466674774593
381,94.0,1410.0,318.671,51.16,8.237,7.155,298687.78104310564,4768835.915674743,19.147653977947492
381,94.07,1411.0,319.134,50.676,8.581,6.79,298688.79534678045,4768835.298484332,17.005401305873093
381,94.13,1412.0,319.543,50.289,9.114,6.88,298689.61770210497,4768834.79809196,16.101242191410623
381,94.2,1413.0,320.066,49.956,9.491,6.445,298690.3464584332,4768834.3546533445,12.293187087897207
381,94.27,1414.0,320.598,48.975,9.13,6.873,298692.5064280782,4768833.040340297,36.13692780907454
381,94.33,1415.0,320.86,48.564,8.613,6.588,298693.4369782087,4768832.474112812,18.166666662891917
381,94.4,1416.0,321.122,47.692,8.512,6.96,298695.45450138726,4768831.246476563,33.73879254759285
381,94.47,1417.0,321.562,47.305,8.018,6.878,298696.39265910274,4768830.675619964,15.744127504478612
381,94.53,1418.0,322.169,46.434,7.428,6.54,298698.5278778057,4768829.376367537,41.69499037895565
381,94.6,1419.0,322.558,45.895,7.185,5.918,298699.8981603328,4768828.542568689,22.94136269320243
381,94.67,1420.0,322.736,45.98,7.353,5.037,298699.6874851725,4768828.670761745,3.6140316118309874
381,94.73,1421.0,323.19,45.657,7.327,5.049,298700.5276032136,4768828.159560996,16.503366663708924
382,90.2,1353.0,202.991,56.905,13.157,9.326,298686.26145774365,4768869.084185118,
382,90.27,1354.0,200.192,57.585,13.046,9.703,298685.0438118678,4768869.825106578,20.817967122202827
382,90.33,1355.0,197.179,58.732,13.469,10.117,298683.14019794826,4768870.983430546,37.165171863648496
382,90.4,1356.0,193.858,59.945,14.092,10.318,298681.1953441429,4768872.166848442,32.571741853482486
382,90.47,1357.0,190.917,60.922,14.308,10.937,298679.6854723755,4768873.085585503,25.34416166552892
382,90.53,1358.0,187.57,61.838,14.964,11.098,298678.27016369684,4768873.946782171,28.002480055228258
382,90.6,1359.0,184.121,63.177,15.393,11.367,298676.3490967403,4768875.115726083,32.1365073074524
382,90.67,1360.0,180.631,64.4,16.033,11.711,298674.6488600753,4768876.150297673,28.497762178061965
382,90.73,1361.0,177.114,65.675,15.981,11.628,298672.95464754256,4768877.18120366,33.09917756659077
382,90.8,1362.0,173.254,67.148,16.267,12.087,298671.078951471,4768878.322539985,31.38178334934317
382,90.87,1363.0,169.236,68.664,17.458,12.579,298669.23244702024,4768879.446113596,30.90472521959714
382,90.93,1364.0,165.202,69.966,17.964,12.826,298667.68577604624,4768880.387242489,30.33379121111771
382,91.07,1366.0,156.125,73.25,19.417,12.937,298664.0701868772,4768882.587280822,30.272655539080148
382,91.13,1367.0,151.366,74.83,20.046,14.171,298662.4283334546,4768883.58632698,32.16709844624043
382,91.2,1368.0,146.422,77.174,19.658,13.847,298660.20361170184,4768884.9400408305,37.26052788838553
382,91.27,1369.0,141.16,79.203,20.274,14.137,298658.3440948937,4768886.071532289,31.106466285433065
382,91.33,1370.0,135.598,81.118,21.286,14.78,298656.64957268117,4768887.10262671,33.17043529585903
382,91.4,1371.0,129.968,83.329,22.127,15.002,298654.8179737208,4768888.217130526,30.634780823294783
383,90.8,1362.0,182.998,187.308,42.02,35.508,298612.59521320864,4768887.251199102,
383,90.87,1363.0,191.406,178.049,38.797,32.632,298614.1076325226,4768886.3309118925,25.318380838268666
383,90.93,1364.0,200.175,167.489,36.37,29.825,298616.01093676244,4768885.17277636,37.13526326197046
383,91.0,1365.0,207.442,158.568,34.305,27.516,298617.817475101,4768884.073521602,30.21048608635825
383,91.07,1366.0,214.246,150.754,31.618,25.475,298619.5846666868,4768882.998208825,29.561419977143416
383,91.13,1367.0,220.283,143.705,29.832,23.654,298621.342976914,4768881.928300237,34.30905289969927
383,91.2,1368.0,225.903,137.409,28.237,21.869,298623.06923829427,4768880.877892951,28.884711020980898
383,91.27,1369.0,230.752,131.656,26.536,21.135,298624.7850348632,4768879.833853363,28.695800733386623
383,91.33,1370.0,235.191,126.38,25.139,20.248,298626.49353352643,4768878.794254455,33.33749973400119
383,91.4,1371.0,239.112,121.345,23.856,19.551,298628.2531175272,4768877.723570793,29.42475703596314
383,91.47,1372.0,242.911,117.032,23.155,18.438,298629.90164949524,4768876.720460827,27.578829501819392
383,91.53,1373.0,246.305,113.022,21.915,17.469,298631.5295615209,4768875.729897826,31.765197591698303
383,91.6,1374.0,249.416,109.342,20.522,16.759,298633.13843705645,4768874.750918278,26.909523386088328
383,91.67,1375.0,252.73,105.695,20.142,16.077,298634.84851917287,4768873.710355859,28.608903993055108
383,91.73,1376.0,255.47,102.227,19.109,15.545,298636.5744708734,4768872.660137008,33.673266684788025
383,91.8,1377.0,258.323,99.006,19.2,15.028,298638.2962915742,4768871.612431816,28.806532702932543
383,91.87,1378.0,260.862,96.337,17.98,14.607,298639.81886601966,4768870.685965343,25.47708053969438
383,91.93,1379.0,263.239,93.843,17.593,14.054,298641.3151060698,4768869.775523002,29.214246902814867
383,92.0,1380.0,265.309,91.216,16.899,13.795,298642.9649118109,4768868.771637963,27.59029701870464
383,92.07,1381.0,267.578,88.672,16.74,13.366,298644.67499392736,4768867.731075545,28.608903993758492
383,92.13,1382.0,269.254,86.593,16.207,12.967,298646.13285131846,4768866.843988546,28.443413612407166
383,92.2,1383.0,271.134,84.525,15.531,12.437,298647.66272366926,4768865.913081394,25.596555894261698
383,92.27,1384.0,272.922,82.314,15.438,12.166,298649.37407955877,4768864.871743902,28.619958781369178
383,92.33,1385.0,274.736,80.464,14.368,11.859,298650.89379677805,4768863.947016013,29.676496501437914
383,92.4,1386.0,276.535,78.834,14.595,11.555,298652.2964378323,4768863.093527427,23.50032565539043
383,92.47,1387.0,278.031,77.125,14.232,11.075,298653.82186950406,4768862.165322369,25.518700631071795
383,92.53,1388.0,279.352,75.581,13.28,10.756,298655.2505352735,4768861.295998087,27.87920371352959
383,92.6,1389.0,280.857,73.826,13.349,10.586,298656.9561767109,4768860.2581377635,28.531400532654246
383,92.67,1390.0,282.449,72.512,12.862,10.26,298658.2988510701,4768859.44113812,22.51892627997256
383,92.73,1391.0,283.73,71.246,12.385,9.713,298659.6339178442,4768858.628767593,26.070950203051705
383,92.8,1392.0,284.86,69.909,12.03,9.932,298661.08606078284,4768857.745157763,24.291175855809374
383,92.87,1393.0,286.039,68.512,11.929,9.81,298662.6568633391,4768856.789345121,26.2740657442254
383,92.93,1394.0,287.158,67.458,11.129,9.006,298663.90404556994,4768856.030451179,24.36128531775163
383,93.0,1395.0,288.418,66.234,11.144,9.269,298665.3901304885,4768855.126188101,24.883401561626613
383,93.07,1396.0,289.602,64.775,11.212,9.026,298667.2290273542,4768854.007243607,30.755454140101836
384,90.93,1364.0,231.818,212.238,40.659,38.33,298608.3431266486,4768884.955677894,
384,91.0,1365.0,237.633,200.586,38.085,37.769,298609.8054247187,4768884.065888801,24.45570756860176
384,91.07,1366.0,243.73,189.036,35.521,33.856,298611.4377774234,4768883.072623704,27.30403274647316
384,91.13,1367.0,249.122,178.772,32.55,31.765,298613.0656894486,4768882.082060703,31.765197583391267
384,91.2,1368.0,254.055,169.359,30.63,29.973,298614.7361151326,4768881.065628701,27.93943887758747
384,91.27,1369.0,258.302,161.706,28.726,27.894,298616.23521240894,4768880.153447775,25.081499808758394
384,91.33,1370.0,262.208,154.767,27.527,24.991,298617.73430968536,4768879.24126685,29.261749776068577
384,91.4,1371.0,265.63,148.319,26.463,23.272,298619.236264188,4768878.32734734,25.123775228429647
384,91.47,1372.0,268.452,142.242,25.796,22.582,298620.76582685864,4768877.396628624,25.57821138835321
384,91.53,1373.0,271.427,136.75,24.797,21.229,298622.29125853034,4768876.468423567,29.77181740291306
384,91.6,1374.0,273.944,131.657,23.213,20.231,298623.7989274851,4768875.551026888,25.212970420757987
384,91.67,1375.0,276.599,126.786,22.014,19.271,298625.3668728152,4768874.5969528295,26.231310159355978
384,91.73,1376.0,278.632,122.418,21.195,18.692,298626.87010109087,4768873.6822582465,29.327650964115165
384,91.8,1377.0,281.092,118.551,20.352,17.917,298628.3136723511,4768872.80386417,24.169891880638808
384,91.87,1378.0,282.665,114.667,19.498,17.103,298629.83435366367,4768871.878549643,25.430979020678887
384,91.93,1379.0,284.504,111.272,18.677,15.888,298631.2630194332,4768871.009225361,27.87920371352959
384,92.0,1380.0,285.854,108.041,17.949,15.524,298632.68851829716,4768870.141828099,23.838315927014886
384,92.07,1381.0,287.43,105.125,17.777,14.929,298634.06737250305,4768869.302813496,23.06379794341231
384,92.13,1382.0,288.65,102.199,16.85,14.279,298635.52364644094,4768868.416690008,28.411656448319007
384,92.2,1383.0,290.361,99.606,16.755,13.313,298636.8939289685,4768867.582891159,22.94136270134282
384,92.27,1384.0,291.877,97.048,15.808,13.495,298638.32417819125,4768866.712603366,23.93187610412083
384,92.33,1385.0,292.907,94.477,14.891,12.79,298639.81852510845,4768865.803312972,29.154759469433785
384,92.4,1386.0,294.009,92.045,15.137,12.904,298641.31445547886,4768864.893059067,25.016321202303878
384,92.47,1387.0,294.828,89.879,15.351,12.499,298642.7047385893,4768864.047090127,23.250630889076604
384,92.53,1388.0,295.794,87.746,14.609,12.097,298644.1464167166,4768863.169847997,28.12669747869942
384,92.6,1389.0,296.48,85.699,14.68,11.968,298645.5938092965,4768862.2891286975,24.206593808377082
384,92.67,1390.0,298.043,83.696,14.48,11.575,298647.1122527423,4768861.365175883,25.443013551891774
384,92.73,1391.0,299.147,82.186,14.139,10.874,298648.30962340906,4768860.636591622,23.391000168626654
384,92.8,1392.0,300.158,80.529,13.775,11.188,298649.6548453147,4768859.81804183,22.50623496648093
384,92.87,1393.0,300.765,78.959,13.476,10.63,298650.9734231453,4768859.015704608,22.050035863360694
384,92.93,1394.0,301.715,77.5,12.813,10.385,298652.25423767633,4768858.236345854,25.007776568963443
384,93.0,1395.0,302.85,75.815,12.322,10.106,298653.80472996953,4768857.292891739,25.95207513851946
384,93.07,1396.0,303.466,74.535,11.529,9.64,298655.0208274462,4768856.55291246,20.33695741049718
384,93.13,1397.0,304.041,72.854,11.894,9.481,298656.6719069608,4768855.548252347,32.21326504093246
384,93.2,1398.0,305.042,71.733,11.433,9.025,298657.83722878015,4768854.839169386,19.546386479924237
384,93.27,1399.0,305.508,70.787,11.042,8.579,298658.83504351147,4768854.232012279,16.6874020680175
384,93.33,1400.0,306.436,69.385,10.829,9.199,298660.38109512563,4768853.291260258,30.185077255104595
384,93.4,1401.0,306.992,67.964,10.509,9.333,298661.9912444347,4768852.311505636,26.925824038819698
386,91.27,1369.0,200.15,64.904,14.165,10.649,298673.04971991794,4768872.87698704,
386,91.33,1370.0,196.941,65.859,14.89,10.757,298671.75751153636,4768873.663278801,25.619545485285585
386,91.4,1371.0,192.979,67.598,15.259,11.461,298669.58294608106,4768874.986473206,36.376713788788315
386,91.47,1372.0,189.049,69.078,15.558,11.831,298667.7916579668,4768876.076448403,30.059804337614803
386,91.53,1373.0,184.876,70.864,16.071,11.501,298665.7576458447,4768877.314117959,39.70796170280429
386,91.6,1374.0,180.486,72.732,16.898,11.888,298663.7309316283,4768878.547346835,33.916163141813136
386,91.67,1375.0,176.045,74.406,17.501,12.426,298661.9821571727,4768879.611453032,29.34558340313222
386,91.73,1376.0,171.133,76.358,18.145,13.446,298660.05475640425,4768880.784250984,37.684730180673334
386,91.8,1377.0,165.816,78.602,19.144,13.776,298657.9664920391,4768882.054932314,34.94631451598123
386,91.87,1378.0,160.441,80.918,19.648,14.071,298655.93692059646,4768883.289899775,33.957055710800645
386,91.93,1379.0,154.775,83.301,20.497,14.715,298653.95557726466,4768884.495521066,38.690366300457015
386,92.0,1380.0,148.764,85.584,21.418,15.405,298652.1452526607,4768885.597079716,30.374868774739646
386,92.07,1381.0,142.383,88.507,22.485,15.669,298650.0090698648,4768886.896918779,35.722856111525864
386,92.13,1382.0,135.725,91.532,23.157,16.001,298647.94173512224,4768888.15486471,40.33367768868169
386,92.2,1383.0,128.614,94.73,24.518,16.75,298645.89629409596,4768889.399488603,34.207649218399496
386,92.27,1384.0,120.608,98.114,25.95,17.974,298643.8651392001,4768890.635419574,33.99519774292446
386,92.33,1385.0,112.278,101.94,27.329,18.342,298641.75243357295,4768891.920973089,41.218253777357404
386,92.4,1386.0,103.358,105.642,28.614,19.601,298639.8237590314,4768893.094546116,32.2926667572548
394,93.67,1405.0,192.036,70.112,15.631,10.034,298666.4836818773,4768876.082024529,
394,93.73,1406.0,189.086,71.319,15.497,9.742,298665.1308523866,4768876.905203435,26.44753716948204
394,93.8,1407.0,185.395,72.924,15.999,10.215,298663.407448233,4768877.953872138,28.84441019713724
394,93.87,1408.0,181.605,74.575,16.751,10.894,298661.7148191531,4768878.983814613,28.329331454084123
394,93.93,1409.0,178.144,76.258,17.106,10.934,298660.0856333544,4768879.975152689,31.784867121082204
394,94.0,1410.0,174.326,77.812,17.698,11.143,298658.6125607931,4768880.871497918,24.694459430193863
394,94.07,1411.0,170.559,79.501,18.348,11.183,298657.0944270271,4768881.795262297,25.398859043420526
394,94.13,1412.0,166.332,81.183,19.035,11.765,298655.6242116922,4768882.689868941,28.771610233056318
394,94.2,1413.0,162.16,83.108,19.494,11.701,298654.0388133253,4768883.654562942,26.515301706457027
394,94.27,1414.0,157.528,85.062,20.102,12.305,298652.4940354842,4768884.594539888,25.87647265062977
394,94.33,1415.0,152.686,87.069,20.484,12.5,298650.9682941331,4768885.522933382,29.820295098662786
394,94.4,1416.0,147.777,89.27,21.053,12.815,298649.39305089775,4768886.4814481195,26.35123820799564
394,94.47,1417.0,142.645,91.509,21.998,13.087,298647.86603577324,4768887.410616687,25.555861184884947
394,94.53,1418.0,137.412,93.839,22.905,13.792,298646.3551999125,4768888.329940386,29.492466079449986
394,94.6,1419.0,131.931,96.529,23.82,14.274,298644.727597567,4768889.320314951,27.219815708674943
394,94.67,1420.0,125.66,99.006,24.331,14.844,298643.2557987789,4768890.2158851065,24.714698595128343
394,94.73,1421.0,119.534,101.692,25.468,15.286,298641.77129731304,4768891.119184674,28.98323270042912
394,94.8,1422.0,112.997,104.868,26.353,15.729,298640.1319563829,4768892.116702013,27.41554750599373
394,94.87,1423.0,106.058,108.108,28.032,16.598,298638.5554393744,4768893.075991824,26.364013814115662
394,94.93,1424.0,98.552,111.408,29.258,17.124,298637.0211263446,4768894.0096010715,29.954131603551232
394,95.0,1425.0,90.467,114.964,30.883,18.136,298635.47507473046,4768894.950353092,25.872923361521725
394,95.07,1426.0,82.179,118.872,31.812,18.966,298633.89855772204,4768895.909642903,26.364013814121016
394,95.13,1427.0,73.214,122.856,33.047,20.044,298632.38042395597,4768896.833407281,29.632002217319936
394,95.2,1428.0,63.534,127.438,34.724,21.151,298630.76297674165,4768897.817602583,27.047954394191702
394,95.27,1429.0,53.478,132.091,36.663,22.021,298629.2435692026,4768898.742142036,25.409704072071644
394,95.33,1430.0,42.788,137.265,38.425,22.804,298627.677517005,4768899.695064148,30.55641413493875
394,95.4,1431.0,31.101,142.604,40.721,24.049,298626.1609666922,4768900.617865016,25.364687000823398
394,95.47,1432.0,20.542,148.321,38.835,25.503,298624.7186341513,4768901.495505348,24.213758949420676
408,94.27,1414.0,207.691,163.116,39.693,29.161,298617.1652860502,4768884.927989836,
408,96.13,1442.0,211.604,156.266,40.597,34.496,298618.57556974364,4768884.069850804,0.8896996677416825
408,96.2,1443.0,214.214,153.37,33.595,28.005,298619.2291442066,4768883.672159362,10.935805261870087
411,94.33,1415.0,17.83,145.246,33.854,29.342,298625.9565542426,4768902.326508219,
411,94.4,1416.0,11.285,147.423,22.24,26.06,298625.35344575724,4768902.69349178,10.405061557596246
412,94.33,1415.0,202.665,65.032,13.811,9.695,298672.9219855891,4768872.768697319,
412,94.4,1416.0,200.04,65.819,14.033,10.387,298671.8629654432,4768873.413097112,18.009068009255227
412,94.47,1417.0,196.908,67.014,14.245,10.389,298670.3384978652,4768874.340715532,25.575019698531044
412,94.53,1418.0,193.627,68.388,14.683,10.556,298668.65602391673,4768875.364478745,32.86757943610491
412,94.6,1419.0,190.393,69.629,14.949,10.894,298667.1858085818,4768876.259085389,24.66138020044026
412,94.67,1420.0,187.2,70.939,15.129,10.889,298665.70258088905,4768877.161609882,24.84646733162729
412,94.73,1421.0,183.985,72.286,15.759,11.238,298664.2282345548,4768878.058730185,28.799112638113535
412,94.8,1422.0,180.393,73.554,16.689,11.876,298662.87351193116,4768878.883061038,22.803508506010758
412,94.87,1423.0,176.74,74.882,17.088,12.243,298661.50419349736,4768879.716273249,23.02970574560463
412,94.93,1424.0,172.981,76.481,17.591,12.336,298659.93910539313,4768880.668608723,30.555050507762974
412,95.0,1425.0,169.174,78.214,17.951,12.41,298658.33467053657,4768881.644886177,26.833196010580835
412,95.07,1426.0,164.991,80.103,18.582,12.64,298656.6642448526,4768882.661318179,27.939438878294677
412,95.13,1427.0,160.795,81.829,18.973,13.069,298655.18545783934,4768883.561140576,28.893001839308344
412,95.2,1428.0,156.49,83.532,19.579,13.636,298653.7812333318,4768884.415592673,23.548473671221064
412,95.27,1429.0,152.035,85.298,20.756,14.085,298652.38144950336,4768885.2673426755,23.465563132295134
412,95.33,1430.0,147.091,87.516,20.997,14.08,298650.7345009881,4768886.26948913,32.13599574271162
412,95.4,1431.0,141.871,89.704,21.778,14.736,298649.1751273364,4768887.218347434,26.11200365366671
412,95.47,1432.0,136.28,92.029,22.202,15.076,298647.59671719506,4768888.178789192,26.428571428515568
412,95.53,1433.0,130.676,94.428,23.31,15.766,298646.05510626035,4768889.116839118,30.093373202909017
