id,time,frame_num,class,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm
449,50.2,251,1,926.419,571.755,28.28,37.283,305733.4,4771005.15
2089,356.2,1781,2,177.631,494.742,26.122,14.279,305733.82,4771066.95
2158,356.2,1781,2,1811.823,680.601,243.869,100.08,305732.16,4770985.66
2193,356.2,1781,2,1156.986,558.821,146.767,81.207,305737.42,4770998.77
2197,356.2,1781,2,830.006,490.439,76.408,45.264,305747.2,4771019.25
2198,356.2,1781,2,1107.587,511.463,95.01,49.685,305745.1,4771002.66
2201,356.2,1781,2,679.601,468.358,41.108,25.524,305753.69,4771038.19
2205,356.2,1781,2,627.588,456.041,33.193,22.442,305760.17,4771051.88
2297,356.2,1781,2,791.196,429.268,34.906,16.837,305789.9,4771057.23
2299,356.2,1781,2,869.825,744.827,356.06,174.106,305722.92,4771000.32
2249,356.2,1781,2,856.838,429.765,36.135,14.29,305788.88,4771046.28
2304,356.2,1781,2,808.011,468.149,56.293,28.235,305755.68,4771027.51
2313,356.2,1781,2,731.706,460.12,40.948,24.525,305759.02,4771037.98
2321,356.2,1781,2,55.464,762.401,81.021,79.61,305716.3,4771013.53
5340,777.8,3889,2,707.32,470.709,44.434,26.141,305752.98,4771034.59
5372,777.8,3889,2,674.665,465.011,31.726,23.452,305755.36,4771040.54
5443,777.8,3889,2,650.241,459.626,27.835,19.615,305758.13,4771046.53
5439,777.8,3889,2,622.625,451.75,29.95,21.522,305763.3,4771056.42
5472,777.8,3889,2,760.374,465.599,47.249,23.428,305756.32,4771032.52
5547,777.8,3889,2,1371.135,480.133,110.346,41.566,305757.0,4770992.53
5598,777.8,3889,2,1613.253,505.03,135.638,47.808,305751.74,4770984.22
5603,777.8,3889,2,1309.786,497.739,93.134,42.187,305750.8,4770995.0
5607,777.8,3889,2,1569.08,489.428,102.478,29.18,305755.68,4770984.87
5627,777.8,3889,2,1809.652,513.26,148.477,41.732,305751.43,4770978.87
5660,777.8,3889,2,1742.133,739.99,299.539,120.532,305728.76,4770987.65
5629,777.8,3889,0,872.943,587.925,28.24,74.928,305731.2,4771005.74
5665,777.8,3889,1,977.055,600.532,47.463,42.647,305731.17,4771002.26
5604,777.8,3889,0,977.714,580.497,34.608,60.651,305733.03,4771003.14
5669,777.8,3889,0,1393.498,889.345,95.806,127.422,305722.48,4770992.58
5673,777.8,3889,0,910.808,573.221,27.059,58.315,305733.07,4771005.53
5684,777.8,3889,1,913.985,590.001,32.11,40.363,305731.45,4771004.46
5686,777.8,3889,2,932.788,721.108,294.561,150.399,305724.16,4770999.76
5680,777.8,3889,3,1407.813,926.006,123.621,112.202,305721.87,4770992.46
5689,777.8,3889,2,1872.716,551.679,45.836,61.109,305744.84,4770979.91
5690,777.8,3889,2,913.738,437.314,29.996,19.573,305779.4,4771032.73
5688,777.8,3889,0,1631.8,1047.821,221.042,62.374,305720.97,4770990.78
2321,418.2,2091,2,559.523,602.118,161.732,74.591,305726.56,4771013.87
2511,418.2,2091,2,477.562,586.422,148.396,61.369,305726.72,4771018.3
2905,418.2,2091,1,882.956,569.941,40.925,56.212,305733.12,4771006.62
2926,418.2,2091,0,885.235,539.725,35.012,41.787,305737.08,4771009.07
2951,418.2,2091,2,692.596,468.966,43.778,25.94,305753.59,4771036.72
2961,418.2,2091,2,738.058,463.468,48.234,27.537,305757.16,4771035.54
3011,418.2,2091,0,875.153,562.907,28.503,64.777,305733.83,4771007.39
3077,418.2,2091,2,652.602,462.844,38.856,26.418,305756.23,4771044.05
3086,418.2,2091,2,550.888,512.837,99.8,42.718,305737.13,4771029.59
3102,418.2,2091,2,629.841,457.654,29.583,23.978,305759.1,4771050.28
3111,418.2,2091,2,1093.836,482.879,97.439,41.486,305753.13,4771005.78
3124,418.2,2091,2,1615.995,526.505,105.328,65.285,305747.04,4770985.17
3129,418.2,2091,2,195.83,867.717,374.575,153.465,305716.16,4771006.88
3145,477.6,2388,2,981.542,473.647,79.81,32.519,305755.4,4771013.68
3241,477.6,2388,2,1218.438,485.42,121.851,46.048,305753.62,4770999.38
3258,477.6,2388,2,1380.695,507.068,130.022,44.42,305749.07,4770992.25
3315,477.6,2388,2,1334.296,586.031,174.04,93.375,305735.92,4770993.59
3317,477.6,2388,2,879.166,431.079,40.052,15.139,305786.96,4771041.82
3318,477.6,2388,2,1472.314,498.111,131.48,49.074,305752.28,4770988.77
3323,477.6,2388,2,968.961,520.766,95.937,49.031,305741.45,4771007.62
3335,477.6,2388,2,358.364,852.149,355.171,144.666,305717.35,4771005.16
3338,477.6,2388,2,801.892,424.986,26.753,11.549,305797.21,4771061.35
3339,477.6,2388,2,956.809,443.987,61.782,20.989,305773.18,4771024.6
3341,477.6,2388,2,1119.556,446.094,71.534,27.287,305772.55,4771009.75
3348,477.6,2388,2,529.918,607.796,148.987,82.844,305725.84,4771014.2
3352,477.6,2388,2,774.743,480.604,54.611,35.162,305749.81,4771025.53
3354,477.6,2388,2,675.398,463.77,40.549,29.208,305756.06,4771041.22
3359,477.6,2388,2,1329.22,467.133,103.971,30.547,305761.9,4770994.6
3360,477.6,2388,2,730.813,458.456,49.808,28.335,305760.04,4771039.06
3361,477.6,2388,2,615.034,448.372,26.58,22.588,305766.05,4771060.97
3288,477.6,2388,2,1832.582,615.736,208.5,99.964,305737.04,4770983.6
647,161.4,807,2,568.341,563.284,124.08,59.61,305729.98,4771018.23
650,161.4,807,2,391.759,611.603,148.905,63.991,305723.99,4771017.97
649,161.4,807,2,906.804,748.875,289.404,130.231,305723.06,4770999.66
648,161.4,807,2,1158.276,489.016,98.944,36.961,305751.78,4771002.0
665,161.4,807,2,818.479,484.808,83.274,30.719,305748.91,4771021.37
654,161.4,807,2,1534.216,522.56,174.92,58.152,305747.09,4770987.44
667,161.4,807,2,643.373,575.437,144.477,66.938,305729.73,4771013.98
723,161.4,807,0,907.382,575.535,25.55,64.348,305732.79,4771005.49
757,161.4,807,2,468.338,780.371,449.211,189.649,305719.19,4771005.72
889,161.4,807,2,485.852,629.388,167.413,76.042,305724.1,4771013.45
734,161.4,807,0,938.006,555.429,20.162,57.239,305735.48,4771005.86
1149,161.4,807,2,827.073,439.886,44.267,17.893,305776.26,4771041.27
1122,161.4,807,2,1880.093,563.26,70.967,60.037,305743.23,4770980.41
1119,161.4,807,2,1463.925,572.935,162.535,86.824,305738.56,4770990.37
979,161.4,807,2,1361.384,475.321,110.863,32.644,305758.73,4770992.97
8,62.0,310,2,545.151,570.016,111.754,54.715,305729.0,4771018.13
434,62.0,310,2,10.573,770.649,22.888,49.633,305715.83,4771013.86
433,62.0,310,2,747.201,462.772,45.76,29.343,305757.68,4771035.08
437,62.0,310,0,1318.969,861.436,75.699,123.81,305722.68,4770993.38
438,62.0,310,2,605.987,591.414,164.285,73.259,305727.9,4771013.5
440,62.0,310,1,1332.572,891.885,125.075,83.759,305722.13,4770993.21
441,62.0,310,0,828.804,582.718,27.368,64.968,305731.21,4771007.38
444,62.0,310,0,891.571,577.718,29.362,68.329,305732.39,4771005.83
446,62.0,310,0,916.024,561.035,32.155,66.327,305734.52,4771006.19
448,62.0,310,1,900.278,594.07,31.952,40.47,305730.94,4771004.62
449,62.0,310,1,926.508,572.524,32.153,39.996,305733.32,4771005.09
459,62.0,310,2,633.439,459.282,23.324,19.293,305758.09,4771048.6
465,62.0,310,2,1886.412,750.777,215.81,99.302,305729.14,4770985.94
467,62.0,310,2,1017.819,741.85,318.597,145.737,305724.05,4770998.04
468,62.0,310,2,529.622,445.72,16.165,13.202,305767.45,4771077.46
3692,544.4,2722,2,752.772,464.2,49.226,28.304,305756.96,4771033.85
3733,544.4,2722,2,698.876,468.384,46.006,30.842,305753.98,4771036.47
3767,544.4,2722,2,660.849,464.073,33.395,21.224,305755.66,4771042.44
3748,544.4,2722,2,719.007,458.378,29.499,23.188,305759.93,4771040.28
3803,544.4,2722,2,1355.182,469.179,100.221,31.615,305761.22,4770993.28
3806,544.4,2722,2,916.6,470.924,58.418,33.336,305755.8,4771018.6
3811,544.4,2722,2,1533.863,489.142,106.007,35.782,305755.46,4770986.16
3819,544.4,2722,2,851.188,428.449,25.192,16.616,305790.89,4771048.53
3826,544.4,2722,2,610.143,450.552,27.897,19.724,305764.11,4771059.26
3823,544.4,2722,2,918.806,441.936,21.268,18.858,305774.78,4771029.45
4447,679.6,3398,2,728.456,475.677,56.541,34.237,305751.08,4771030.7
4463,679.6,3398,2,800.765,473.713,58.512,29.339,305753.0,4771026.0
4542,679.6,3398,2,660.639,463.619,34.936,20.874,305755.91,4771042.75
4682,679.6,3398,2,1262.822,494.17,108.425,47.668,305751.33,4770997.03
4699,679.6,3398,2,1484.289,516.043,153.729,54.688,305748.0,4770988.83
4710,679.6,3398,2,1199.124,465.924,92.676,30.809,305761.28,4771001.69
4728,679.6,3398,2,1783.805,549.9,189.796,58.186,305744.41,4770981.89
4729,679.6,3398,2,1471.054,488.075,100.748,26.229,305755.24,4770988.52
4748,679.6,3398,2,1723.945,513.727,146.087,42.562,305750.63,4770981.35
4767,679.6,3398,2,1476.242,475.862,131.906,30.144,305759.53,4770987.87
4890,679.6,3398,2,611.604,453.171,23.952,18.151,305762.03,4771056.43
4894,679.6,3398,2,1760.751,501.528,80.343,41.572,305753.86,4770979.34
4895,679.6,3398,2,631.605,459.971,21.963,17.271,305757.63,4771048.27
2299,384.0,1920,2,879.836,746.538,355.864,174.097,305722.94,4771000.13
2321,384.0,1920,2,574.806,600.647,162.479,76.584,305726.84,4771013.55
2348,384.0,1920,2,1265.524,493.371,112.72,45.576,305751.6,4770996.94
2372,384.0,1920,2,304.813,865.366,419.967,147.253,305716.86,4771005.51
2378,384.0,1920,2,1497.765,519.442,145.281,50.528,305747.39,4770988.49
2511,384.0,1920,2,493.878,585.5,144.396,60.799,305727.0,4771017.86
2539,384.0,1920,2,476.997,498.206,51.018,29.309,305739.24,4771039.71
2617,384.0,1920,2,777.823,482.986,51.876,34.197,305748.97,4771024.56
2619,384.0,1920,2,828.672,474.564,55.6,31.479,305753.02,4771023.69
2646,384.0,1920,2,731.401,459.946,39.987,24.464,305759.12,4771038.12
2650,384.0,1920,2,675.882,465.197,35.08,21.63,305755.28,4771040.32
2657,384.0,1920,2,846.234,437.981,37.36,18.054,305778.41,4771040.38
2567,384.0,1920,2,1100.244,518.282,104.401,50.052,305743.52,4771002.51
2451,384.0,1920,2,1436.187,478.145,104.034,36.906,305758.33,4770989.66
3335,492.0,2460,2,349.68,852.921,413.81,144.812,305717.28,4771005.26
3348,492.0,2460,2,619.876,577.832,159.118,70.678,305729.22,4771014.5
3145,492.0,2460,2,980.185,473.828,78.198,32.434,305755.31,4771013.73
3241,492.0,2460,2,1216.097,485.239,120.43,45.877,305753.66,4770999.5
3258,492.0,2460,2,1379.27,507.104,127.431,44.429,305749.05,4770992.3
3368,492.0,2460,2,1650.0,529.213,171.165,56.02,305746.81,4770984.33
3400,492.0,2460,2,1872.601,550.574,91.51,53.663,305745.01,4770979.85
3428,492.0,2460,2,1117.958,553.786,143.723,83.856,305737.69,4771000.13
3445,492.0,2460,2,800.438,489.273,63.084,34.695,305747.15,4771021.32
3452,492.0,2460,2,546.353,465.137,30.506,24.749,305753.16,4771053.44
3459,492.0,2460,2,661.012,462.639,35.436,24.148,305756.48,4771043.35
3462,492.0,2460,2,927.602,488.505,71.786,42.491,305749.15,4771014.01
3469,492.0,2460,2,527.578,451.388,21.592,16.517,305762.19,4771069.81
3476,492.0,2460,2,705.27,457.444,32.119,20.83,305760.34,4771042.29
3483,492.0,2460,2,35.583,765.682,54.632,64.174,305716.1,4771013.7
3353,492.0,2460,2,1087.843,454.024,82.54,30.606,305766.8,4771010.5
3395,492.0,2460,2,1408.266,574.427,150.531,74.057,305737.88,4770991.76
5034,762.6,3813,2,876.705,444.101,26.535,17.262,305772.51,4771032.69
5075,762.6,3813,2,882.478,496.813,89.24,43.132,305746.02,4771014.96
5091,762.6,3813,2,880.218,463.175,58.413,25.488,305759.21,4771023.67
5340,762.6,3813,2,709.375,472.23,43.61,26.09,305752.3,4771033.71
5372,762.6,3813,2,676.011,466.321,32.395,22.949,305754.68,4771039.65
5443,762.6,3813,2,651.421,461.1,26.245,19.029,305757.24,4771045.36
5439,762.6,3813,2,623.316,452.748,30.465,22.429,305762.53,4771055.37
5472,762.6,3813,2,761.013,466.92,47.121,23.181,305755.64,4771031.85
5547,762.6,3813,2,1370.536,478.713,99.874,34.027,305757.52,4770992.55
5598,762.6,3813,2,1609.356,505.995,131.591,48.655,305751.47,4770984.4
5599,762.6,3813,2,649.363,536.6,123.441,53.276,305734.45,4771019.16
5603,762.6,3813,2,1364.903,505.961,94.541,44.788,305749.19,4770992.82
5607,762.6,3813,2,1708.093,504.926,92.847,41.112,305752.57,4770981.22
5605,762.6,3813,2,653.203,570.128,124.28,75.135,305730.37,4771014.24
2321,422.0,2110,2,567.819,601.359,161.599,74.831,305726.71,4771013.69
2511,422.0,2110,2,486.708,585.468,146.817,60.631,305726.91,4771018.11
2905,422.0,2110,1,889.763,571.932,40.754,55.298,305732.98,4771006.27
2951,422.0,2110,2,700.792,469.461,44.907,26.168,305753.48,4771035.76
2961,422.0,2110,2,745.486,464.088,48.728,27.522,305756.92,4771034.56
3011,422.0,2110,0,883.277,564.151,30.032,65.377,305733.78,4771007.03
3077,422.0,2110,2,660.666,462.737,39.093,26.92,305756.42,4771043.32
3111,422.0,2110,2,460.452,528.749,129.314,52.906,305732.79,4771030.02
3129,422.0,2110,2,1876.629,738.541,282.703,134.269,305729.6,4770985.86
3131,422.0,2110,2,1123.258,488.325,96.217,41.57,305751.61,4771003.75
3124,422.0,2110,2,847.62,486.397,102.085,44.015,305748.77,4771019.15
1733,284.6,1423,2,662.273,766.058,341.862,139.017,305720.88,4771003.1
1743,284.6,1423,0,922.508,556.727,28.748,50.525,305735.14,4771006.28
1811,284.6,1423,2,596.145,595.231,170.684,77.513,305727.49,4771013.43
1885,284.6,1423,0,832.744,582.982,21.906,57.45,305731.23,4771007.25
1941,284.6,1423,2,47.374,710.824,91.249,60.94,305717.0,4771017.26
1888,284.6,1423,1,921.496,573.732,27.244,39.116,305733.14,4771005.17
1792,284.6,1423,2,1736.127,542.367,192.451,63.442,305745.22,4770982.68
2069,284.6,1423,2,1112.705,521.104,113.139,60.491,305743.08,4771001.86
2079,284.6,1423,2,724.76,432.119,29.382,13.287,305785.68,4771064.66
1526,284.6,1423,2,1209.516,489.564,109.052,45.604,305752.17,4770999.57
2088,284.6,1423,2,725.245,475.201,56.835,34.394,305751.24,4771031.15
2089,284.6,1423,2,182.905,495.792,29.426,15.724,305733.69,4771065.57
2114,284.6,1423,2,830.621,479.002,43.206,29.145,305751.23,4771022.2
2116,284.6,1423,2,652.182,463.778,31.416,19.681,305755.69,4771043.48
2039,284.6,1423,2,1827.631,633.291,189.231,81.492,305735.52,4770984.23
2119,284.6,1423,2,842.227,442.188,40.893,16.817,305774.04,4771037.75
2299,369.6,1848,2,883.181,744.402,353.739,173.452,305723.03,4771000.11
2321,369.6,1848,2,578.884,597.876,163.031,75.454,305727.09,4771013.7
2348,369.6,1848,2,1478.669,517.045,148.892,53.285,305747.72,4770989.04
2372,369.6,1848,2,291.201,862.914,406.416,146.99,305716.8,4771005.76
2378,369.6,1848,2,1850.406,559.2,136.494,57.672,305743.56,4770980.84
2419,369.6,1848,2,846.693,492.106,75.921,44.94,305746.91,4771017.89
2428,369.6,1848,2,992.863,498.414,86.123,40.987,305747.01,4771009.05
2463,369.6,1848,2,694.189,465.152,36.796,24.123,305755.58,4771038.64
2440,369.6,1848,2,709.755,452.623,33.577,19.395,305763.79,4771045.24
2471,369.6,1848,2,632.024,452.787,28.321,15.748,305762.62,4771054.25
2347,369.6,1848,2,905.543,441.452,40.554,17.808,305775.16,4771031.13
2420,369.6,1848,2,1558.191,629.885,286.088,115.261,305733.82,4770989.06
2951,433.2,2166,2,703.204,468.642,45.395,26.52,305753.91,4771035.96
2961,433.2,2166,2,747.37,463.228,48.599,27.314,305757.42,4771034.83
3077,433.2,2166,2,661.492,462.065,38.852,27.28,305756.82,4771043.68
3145,433.2,2166,2,1266.559,498.586,125.259,43.756,305750.11,4770996.75
3153,433.2,2166,2,1362.34,482.973,104.924,39.025,305755.91,4770992.92
3160,433.2,2166,2,1362.073,464.898,92.947,24.064,305763.22,4770992.94
3164,433.2,2166,2,942.49,475.819,59.102,33.865,305754.0,4771015.69
3167,433.2,2166,2,886.134,461.084,60.313,26.936,305760.45,4771023.95
3169,433.2,2166,2,745.843,545.018,90.704,50.187,305734.54,4771013.86
3172,433.2,2166,2,532.552,572.158,115.62,60.577,305728.64,4771018.29
3173,433.2,2166,2,900.307,437.985,25.738,18.795,305778.63,4771033.85
3174,433.2,2166,2,316.564,671.293,137.969,104.721,305720.6,4771014.28
3158,433.2,2166,0,1227.827,461.373,16.483,30.277,305763.81,4771000.39
3170,433.2,2166,2,1144.669,733.109,232.318,147.195,305725.23,4770996.18
8,48.8,244,2,559.465,568.233,183.26,56.059,305729.36,4771017.85
78,48.8,244,2,965.518,483.051,96.683,38.68,305751.51,4771012.84
136,48.8,244,2,1268.379,499.261,122.468,45.05,305749.95,4770996.65
434,48.8,244,2,12.816,768.458,23.789,51.542,305715.88,4771013.94
433,48.8,244,2,733.74,459.044,46.63,27.426,305759.71,4771038.42
435,48.8,244,2,1806.083,557.176,108.267,65.139,305743.51,4770981.74
437,48.8,244,0,1452.038,905.535,199.235,138.195,305722.45,4770992.0
438,48.8,244,2,609.627,588.709,110.048,74.562,305728.16,4771013.66
436,48.8,244,1,1418.772,920.485,299.818,160.313,305722.01,4770992.35
3348,525.6,2628,2,621.324,579.432,158.886,71.829,305729.1,4771014.28
3483,525.6,2628,2,391.763,658.742,229.058,83.638,305721.8,4771013.45
3627,525.6,2628,2,584.588,558.345,133.625,50.061,305730.73,4771018.33
3689,525.6,2628,2,426.369,599.427,166.788,54.479,305725.15,4771018.34
3692,525.6,2628,2,753.552,465.084,49.108,27.85,305756.49,4771033.35
3724,525.6,2628,2,456.914,532.539,105.537,40.774,305732.15,4771029.19
3733,525.6,2628,2,699.999,468.525,48.95,33.884,305753.92,4771036.3
3742,525.6,2628,2,897.786,485.57,81.78,31.891,305749.74,4771016.31
3747,525.6,2628,2,512.675,483.763,44.338,31.305,305744.29,4771044.15
3748,525.6,2628,2,684.276,453.425,32.743,20.208,305762.86,4771047.5
3756,525.6,2628,2,1271.407,499.438,95.045,39.535,305749.93,4770996.52
3758,525.6,2628,2,1011.823,768.517,326.467,152.387,305723.19,4770997.79
3764,525.6,2628,2,1462.612,515.617,106.293,51.638,305747.88,4770989.53
3767,525.6,2628,2,654.735,463.493,38.291,20.987,305755.89,4771043.41
4977,751.0,3755,2,594.075,595.41,164.38,75.926,305727.45,4771013.47
5034,751.0,3755,2,545.441,565.725,137.399,55.455,305729.43,4771018.74
5075,751.0,3755,2,291.615,679.96,252.154,97.317,305720.08,4771014.19
5091,751.0,3755,2,353.48,614.579,202.33,48.043,305723.37,4771018.79
5414,751.0,3755,2,411.565,530.711,128.309,54.024,305731.68,4771032.06
5488,751.0,3755,2,662.327,426.02,27.903,14.173,305796.87,4771088.68
5493,751.0,3755,2,871.914,479.491,88.482,36.374,305751.61,4771019.34
5340,751.0,3755,2,708.87,471.486,45.607,26.074,305752.64,4771034.09
5372,751.0,3755,2,676.481,465.131,33.875,23.852,305755.32,4771040.3
5489,751.0,3755,2,1225.74,487.533,120.437,45.736,305753.0,4770998.93
5443,751.0,3755,2,651.322,459.64,28.84,20.389,305758.14,4771046.41
5439,751.0,3755,2,624.042,452.305,31.159,21.831,305762.88,4771055.7
5533,751.0,3755,2,756.591,430.527,32.254,15.787,305788.05,4771061.41
5472,751.0,3755,2,761.353,466.272,48.608,23.442,305755.98,4771032.12
5552,751.0,3755,2,849.258,439.07,38.983,18.446,305777.24,4771039.17
5496,751.0,3755,2,1056.349,451.206,60.585,27.126,305768.39,4771013.51
3692,558.6,2793,2,752.74,463.144,48.975,28.559,305757.55,4771034.39
3733,558.6,2793,2,699.773,467.949,46.637,30.909,305754.21,4771036.62
3767,558.6,2793,2,661.117,463.702,34.196,20.296,305755.87,4771042.65
3748,558.6,2793,2,709.377,458.131,40.657,23.96,305759.95,4771041.42
3803,558.6,2793,2,1354.752,467.692,100.0,29.438,305761.87,4770993.3
3811,558.6,2793,2,1511.053,485.706,117.493,35.365,305756.36,4770986.87
3826,558.6,2793,2,615.602,451.682,22.55,19.408,305763.26,4771057.39
3836,558.6,2793,2,639.876,455.151,35.326,24.984,305760.98,4771051.21
3849,558.6,2793,0,1608.378,933.725,113.682,122.744,305722.64,4770990.58
3853,558.6,2793,1,1581.339,969.891,145.19,128.778,305721.9,4770990.95
3856,558.6,2793,2,1338.605,501.364,130.144,46.652,305750.1,4770993.83
3858,558.6,2793,3,1686.589,1057.147,143.033,45.77,305721.06,4770990.39
3851,558.6,2793,0,1078.963,494.374,15.37,39.601,305749.22,4771005.33
3854,558.6,2793,0,1103.318,495.636,13.55,36.183,305749.14,4771004.06
1733,293.4,1467,2,660.975,764.901,341.697,138.824,305720.89,4771003.15
1743,293.4,1467,0,921.692,554.304,31.069,54.599,305735.44,4771006.49
1811,293.4,1467,2,593.987,594.27,169.857,77.332,305727.54,4771013.59
1885,293.4,1467,0,829.565,584.21,21.669,56.693,305731.08,4771007.26
1941,293.4,1467,2,45.743,708.319,90.044,60.587,305717.02,4771017.5
1888,293.4,1467,1,920.868,574.261,24.867,37.137,305733.07,4771005.16
2089,293.4,1467,2,178.8,493.724,28.169,14.548,305734.1,4771067.69
1526,293.4,1467,2,1207.876,489.023,104.259,43.327,305752.33,4770999.68
1792,293.4,1467,2,1733.409,542.961,193.837,63.987,305745.1,4770982.78
2127,293.4,1467,2,1195.713,532.581,139.394,69.749,305741.83,4770998.36
2141,293.4,1467,2,946.927,496.647,73.985,42.757,305746.92,4771011.6
2154,293.4,1467,2,663.084,465.643,36.904,20.719,305754.84,4771041.26
2158,293.4,1467,2,711.506,459.251,39.241,20.584,305759.27,4771040.49
2162,293.4,1467,2,552.743,464.963,28.593,20.875,305753.37,4771052.89
2136,293.4,1467,2,1422.732,509.695,147.523,56.827,305748.85,4770990.78
2134,293.4,1467,2,1465.225,618.882,190.695,94.691,305733.97,4770990.78
4682,702.0,3510,2,1033.361,472.702,89.758,40.002,305756.43,4771010.63
4699,702.0,3510,2,1173.034,485.496,101.993,41.06,305753.11,4771001.54
4914,702.0,3510,2,1382.5,501.058,167.502,57.484,305750.62,4770992.15
4929,702.0,3510,2,852.645,759.33,290.458,141.206,305722.38,4771000.3
4960,702.0,3510,2,1698.676,540.298,194.895,54.095,305745.25,4770983.54
4977,702.0,3510,2,591.982,596.006,158.974,74.019,305727.38,4771013.48
5001,702.0,3510,2,679.755,463.869,38.249,25.495,305756.07,4771040.74
5009,702.0,3510,2,517.62,447.355,19.576,17.442,305765.66,4771076.95
5011,702.0,3510,2,1025.378,529.251,144.329,76.002,305740.52,4771004.65
5015,702.0,3510,2,921.469,487.056,72.24,40.714,305749.55,4771014.63
5017,702.0,3510,2,748.172,462.061,47.882,27.636,305758.1,4771035.36
4979,702.0,3510,2,785.205,485.541,67.445,40.314,305748.17,4771023.31
4969,702.0,3510,2,1290.576,552.371,120.252,66.182,305739.65,4770994.97
2951,460.2,2301,2,709.847,465.484,45.251,26.571,305755.64,4771037.02
2961,460.2,2301,2,755.194,459.643,50.634,27.694,305759.63,4771036.02
3077,460.2,2301,2,661.789,457.825,38.208,27.446,305759.47,4771046.62
3145,460.2,2301,2,1244.152,488.654,119.894,40.977,305752.83,4770998.04
3153,460.2,2301,2,1327.484,471.43,102.519,37.617,305760.0,4770994.62
3160,460.2,2301,2,1369.19,462.498,124.63,35.169,305764.43,4770992.57
3187,460.2,2301,2,1567.133,495.734,127.103,49.484,305753.8,4770985.28
3241,460.2,2301,2,1445.487,505.378,156.876,54.83,305750.12,4770989.91
3232,460.2,2301,2,1857.982,533.113,124.318,48.692,305747.81,4770979.07
3258,460.2,2301,2,1725.477,540.5,183.799,55.594,305745.44,4770982.86
3285,460.2,2301,2,900.707,428.723,30.143,16.849,305790.23,4771040.91
3286,460.2,2301,2,799.676,426.887,29.422,19.38,305793.79,4771058.99
647,163.0,815,2,575.071,562.021,125.391,61.253,305730.21,4771018.16
650,163.0,815,2,398.54,611.819,148.065,63.137,305724.06,4771017.73
649,163.0,815,2,907.035,748.543,289.77,129.543,305723.07,4770999.66
648,163.0,815,2,1094.928,483.421,91.302,34.714,305752.95,4771005.67
665,163.0,815,2,549.116,518.926,99.991,36.807,305735.9,4771027.95
654,163.0,815,2,1437.54,511.227,159.731,54.993,305748.64,4770990.29
667,163.0,815,2,643.985,575.52,145.116,66.942,305729.73,4771013.95
723,163.0,815,0,907.43,575.617,25.765,64.969,305732.78,4771005.48
757,163.0,815,2,469.139,779.845,448.579,189.696,305719.2,4771005.72
889,163.0,815,2,486.196,629.288,168.224,76.542,305724.1,4771013.45
734,163.0,815,0,938.97,555.692,21.548,57.903,305735.46,4771005.81
1149,163.0,815,2,725.574,434.004,31.677,14.076,305782.96,4771061.88
1122,163.0,815,2,1848.693,553.712,99.126,66.557,305744.35,4770980.58
3692,562.6,2813,2,752.753,463.623,48.682,28.413,305757.28,4771034.14
3733,562.6,2813,2,700.378,468.077,46.974,30.969,305754.15,4771036.5
3767,562.6,2813,2,661.39,463.944,34.621,20.441,305755.74,4771042.47
3748,562.6,2813,2,718.598,458.283,31.176,22.961,305759.98,4771040.39
3803,562.6,2813,2,1355.172,468.884,101.935,30.693,305761.35,4770993.28
3811,562.6,2813,2,1511.437,486.427,114.519,34.56,305756.13,4770986.89
3826,562.6,2813,2,615.082,451.754,22.387,18.956,305763.19,4771057.38
3836,562.6,2813,2,640.084,455.367,36.087,25.133,305760.83,4771051.0
3849,562.6,2813,0,1605.287,929.149,118.296,115.531,305722.71,4770990.6
3853,562.6,2813,1,1582.99,971.014,145.665,127.115,305721.89,4770990.94
3856,562.6,2813,2,1336.75,501.956,135.101,46.226,305749.93,4770993.9
3858,562.6,2813,1,1689.099,1054.807,113.698,47.561,305721.1,4770990.36
3851,562.6,2813,0,993.64,520.447,18.86,47.941,305741.82,4771006.63
3854,562.6,2813,0,1018.988,521.58,19.617,48.482,305741.89,4771005.5
3859,562.6,2813,0,1384.499,876.206,105.782,139.442,305722.71,4770992.67
3860,562.6,2813,2,793.329,767.287,290.329,152.919,305721.76,4771001.04
3861,562.6,2813,1,1386.24,928.527,89.296,117.576,305721.72,4770992.67
647,175.6,878,2,572.031,560.202,126.411,60.297,305730.36,4771018.54
650,175.6,878,2,384.983,609.433,140.516,64.117,305724.03,4771018.44
649,175.6,878,2,913.659,743.115,291.055,129.693,305723.28,4770999.66
648,175.6,878,2,459.181,528.596,112.452,41.7,305732.79,4771030.13
654,175.6,878,2,1109.862,476.898,102.605,39.685,305755.56,4771005.6
667,175.6,878,2,639.93,572.45,145.561,67.148,305729.98,4771014.43
723,175.6,878,0,905.975,571.872,25.48,65.079,305733.17,4771005.77
889,175.6,878,2,482.644,626.827,166.564,76.316,305724.2,4771013.77
734,175.6,878,0,935.981,551.608,21.175,56.638,305735.97,4771006.21
1122,175.6,878,2,1345.956,498.27,162.443,57.519,305751.02,4770993.56
1248,175.6,878,1,985.563,591.868,48.077,45.354,305732.01,4771002.4
1265,175.6,878,0,981.446,576.034,33.25,75.499,305733.54,4771003.25
1271,175.6,878,1,912.019,588.953,28.466,34.885,305731.52,4771004.57
1275,175.6,878,2,1707.679,536.835,194.252,67.708,305745.92,4770983.13
1362,175.6,878,2,728.638,431.688,36.939,17.221,305786.33,4771064.61
1382,175.6,878,2,631.302,451.198,32.496,20.071,305763.87,4771055.85
